"title","description","theme","use_case","status","disaster_cycle","technology","disaster_type","region","subregion","country","partner","un_host","data","sdg","date_of_implementation","source","img_url","id","uuid","created_at","updated_at"
"Robotics for Good","ITU have launched a new track on AI for Good that features robots using AI to help advance the SDGs in areas such as disaster management, agriculture, underwater, and social robots. This track features amazing use cases and is one of the most popular tracks of the year introducing AI for Good to an even wider and younger audience.","Disaster Risk Management","Emergency communications","validation ","recovery","Artificial Intelligence,Remote sensing","Various","Global","Global","Global","ITU","UNECE","None","SDG 9,SDG 11,SDG 17","2021","https://aiforgood.itu.int/meet-the-future-robots-for-good/","https://s41721.pcdn.co/wp-content/uploads/2021/12/1-1130x650.jpg","94","023375c2-5212-491b-9e57-65a3e8de892d","2023-07-11T09:14:24.363184+00:00",""
"AI-powered decision making for disaster recovery","Artificial Intelligence can step in to coordinate disaster recovery operations and provide accurate geographic information to save lives, minimize property damage and enable responders to be quickly deployed in disaster affected regions.","Disaster Risk Management","Seach and rescue","validation ","recovery","Artificial Intelligence","Various","Global","Global","Global","ITU","None","None","No Information","2021","https://aiforgood.itu.int/event/ai-powered-decision-making-for-disaster-recovery/","https://s41721.pcdn.co/wp-content/uploads/2021/05/1920x1080-AIPoweredDecisionMakingforDisasterRecovery-3-1130x650.png","95","6c41e949-da20-4737-a09c-b0680bd44b1f","2023-07-11T09:14:24.363184+00:00",""
"Using AI to better understand natural hazards and disasters","As the realities of climate change take hold across the planet, the risks of natural hazards and disasters are becoming ever more familiar. Meteorologists, aiming to protect increasingly populous countries and communities, are tapping into artificial intelligence (AI) to get them the edge in early detection and disaster relief.","Disaster Risk Management","Disaster assessment/prediction and early warning systems","validation ","preparedness","Artificial Intelligence","Various","Global","Global","Global","ITU","None","None","SDG 11,SDG 13,SDG 15","No Information","https://aiforgood.itu.int/using-ai-to-better-understand-natural-hazards-and-disasters/","https://s41721.pcdn.co/wp-content/uploads/2021/08/Using-AI-to-better-understand-natural-hazards-and-disasters.jpg","96","2b733538-ddce-4211-85d9-6e2b9dcb307a","2023-07-11T09:14:24.363184+00:00",""
"Using AI to better understand natural hazards and disasters","As the realities of climate change take hold across the planet, the risks of natural hazards and disasters are becoming ever more familiar. Meteorologists, aiming to protect increasingly populous countries and communities, are tapping into artificial intelligence (AI) to get them the edge in early detection and disaster relief.","Disaster Risk Management","Disaster assessment/prediction and early warning systems","validation ","mitigation","Artificial Intelligence","Various","Global","Global","Global","ITU","None","None","SDG 11,SDG 13,SDG 15","No Information","https://aiforgood.itu.int/using-ai-to-better-understand-natural-hazards-and-disasters/","https://s41721.pcdn.co/wp-content/uploads/2021/08/Using-AI-to-better-understand-natural-hazards-and-disasters.jpg","97","b46545fc-f73a-4ec4-b294-8a0c0fbd3006","2023-07-11T09:14:24.363184+00:00",""
"Using AI to better understand natural hazards and disasters","As the realities of climate change take hold across the planet, the risks of natural hazards and disasters are becoming ever more familiar. Meteorologists, aiming to protect increasingly populous countries and communities, are tapping into artificial intelligence (AI) to get them the edge in early detection and disaster relief.","Disaster Risk Management","Disaster assessment/prediction and early warning systems","validation ","response","Artificial Intelligence","Various","Global","Global","Global","ITU","None","None","SDG 11,SDG 13,SDG 15","No Information","https://aiforgood.itu.int/using-ai-to-better-understand-natural-hazards-and-disasters/","https://s41721.pcdn.co/wp-content/uploads/2021/08/Using-AI-to-better-understand-natural-hazards-and-disasters.jpg","98","6113bc05-82f1-4341-85f3-75bfc0e6d68f","2023-07-11T09:14:24.363184+00:00",""
"Using AI to better understand natural hazards and disasters","As the realities of climate change take hold across the planet, the risks of natural hazards and disasters are becoming ever more familiar. Meteorologists, aiming to protect increasingly populous countries and communities, are tapping into artificial intelligence (AI) to get them the edge in early detection and disaster relief.","Disaster Risk Management","Disaster assessment/prediction and early warning systems","validation ","recovery","Artificial Intelligence","Various","Global","Global","Global","ITU","None","None","SDG 11,SDG 13,SDG 15","No Information","https://aiforgood.itu.int/using-ai-to-better-understand-natural-hazards-and-disasters/","https://s41721.pcdn.co/wp-content/uploads/2021/08/Using-AI-to-better-understand-natural-hazards-and-disasters.jpg","99","5fab1ec8-763d-44a0-8828-adb4467c9735","2023-07-11T09:14:24.363184+00:00",""
"Drones for disaster damage assessment","Cyclone Pam struck the South Pacific archipelago nation of Vanuatu on 13-14 March 2015. It was one of the worst disasters to hit Vanuatu, destroying thousands of buildings and leaving around 75 000 people homeless. Relief efforts were quickly organized, with a strong need for assessment of the areas affected. Drones were felt to be an ideal solution for rapid and granular evaluation of the situation, particularly since cloud cover obscured satellite images","Disaster Risk Management","Disaster assessment/prediction and early warning systems","production","recovery","Drones","Hurricanes/Typhoons/Cyclones","Oceania","Melanesia","Vanuatu","Humanitarian UAV Network (UAViators), The Civil Aviation Authority of Vanuatu,World Bank,Government of Vanuatu","None","Spatial Data","No Information","2015","https://www.itu.int/en/ITU-D/Emergency-Telecommunications/Documents/2019/GET_2019/Disruptive-Technologies.pdf","https://reliefweb.int/sites/reliefweb.int/files/styles/attachment-large/public/resources-pdf-previews/1264193-Disruptive-Technologies.png?itok=_ePoIjbB","100","f4dbf00a-a44f-4472-a330-4f7309c96e4a","2023-07-11T09:14:24.363184+00:00",""
"Drones for disaster damage assessment","Cyclone Pam struck the South Pacific archipelago nation of Vanuatu on 13-14 March 2015. It was one of the worst disasters to hit Vanuatu, destroying thousands of buildings and leaving around 75 000 people homeless. Relief efforts were quickly organized, with a strong need for assessment of the areas affected. Drones were felt to be an ideal solution for rapid and granular evaluation of the situation, particularly since cloud cover obscured satellite images","Disaster Risk Management","Disaster assessment/prediction and early warning systems","production","mitigation","Drones","Hurricanes/Typhoons/Cyclones","Oceania","Melanesia","Vanuatu","Humanitarian UAV Network (UAViators), The Civil Aviation Authority of Vanuatu,World Bank,Government of Vanuatu","None","Spatial Data","No Information","2015","https://www.itu.int/en/ITU-D/Emergency-Telecommunications/Documents/2019/GET_2019/Disruptive-Technologies.pdf","https://reliefweb.int/sites/reliefweb.int/files/styles/attachment-large/public/resources-pdf-previews/1264193-Disruptive-Technologies.png?itok=_ePoIjbB","101","7e373ad2-6e4d-41de-b497-89aa3b1ec894","2023-07-11T09:14:24.363184+00:00",""
"Twitter during the Chennai flood","Monsoons regularly affect Southern India during the months of October to December. However, in 2015 the amount of rainfall was 90 per cent above normal, attributed to the El Nio effect. It was the worst rainfall in 100 years, causing severe flooding, which was magnified as a result of sprawling urban development and inadequate drainage systems. It was estimated that more than 500 people died and 1.8 million people were displaced during the several weeks of flooding. Although emergency telephone numbers were established, they were overloaded, making it difficult to get through, making social media such as Facebook and Twitter a popular method for communication for those with Internet access.","Risk Reduction","Emergency communications","production","response","Social Media","Floods","Asia","Southern Asia","India","Twitter India","None","None","No Information","2015","https://www.itu.int/en/ITU-D/Emergency-Telecommunications/Documents/2019/GET_2019/Disruptive-Technologies.pdf","https://reliefweb.int/sites/reliefweb.int/files/styles/attachment-large/public/resources-pdf-previews/1264193-Disruptive-Technologies.png?itok=_ePoIjbB","102","7503b636-8607-4e7c-8cf3-7c75afa06ecf","2023-07-11T09:14:24.363184+00:00",""
"Financial big data for Hurricane Odile","Researchers from BBVA Data and Analytics and United Nation Global Pulse used Big Data techniques to explore the relationship between financial transactions in the state (bank card payments and ATM cash withdrawals) before, during and after Odile, to analyse its economic impact on those affected. This analysis can improve understanding about which groups are most affected for targeting post-disaster assistance, how long it takes to return to normal, and how to generate estimates of the economic impact.","Risk Reduction","Disaster Relief logistic/resource allocation ","production","mitigation ","Big Data,Data Analysis","Hurricanes/Typhoons/Cyclones","Americas","Central America","Mexico","BBVA Data and Analytics","UN Global Pulse","Numerical Data","No Information","2014","https://www.itu.int/en/ITU-D/Emergency-Telecommunications/Documents/2019/GET_2019/Disruptive-Technologies.pdf","https://reliefweb.int/sites/reliefweb.int/files/styles/attachment-large/public/resources-pdf-previews/1264193-Disruptive-Technologies.png?itok=_ePoIjbB","103","dc60fa50-8739-404a-979d-f2e6f7aec91e","2023-07-11T09:14:24.363184+00:00",""
"Disaster robots","Japan is a pioneering centre for the use of robots in disasters. The Human-Robot Informatics Laboratory of Tohoku University31 is active in developing several types of robots for disaster response","Disaster Risk Management","Seach and rescue","prototype","response","Cyber Physical Systems,Remote Sensing","Various","Asia","Eastern Asia","Japan","The Human-Robot Informatics Laboratory of Tohoku University,Hitachi,Mitsubishi,Toshiba,","None","None","No Information","2017","https://www.itu.int/en/ITU-D/Emergency-Telecommunications/Documents/2019/GET_2019/Disruptive-Technologies.pdf","https://reliefweb.int/sites/reliefweb.int/files/styles/attachment-large/public/resources-pdf-previews/1264193-Disruptive-Technologies.png?itok=_ePoIjbB","104","f14fba01-4c6a-493d-a379-65aaaaf2200e","2023-07-11T09:14:24.363184+00:00",""
"Disaster robots","Japan is a pioneering centre for the use of robots in disasters. The Human-Robot Informatics Laboratory of Tohoku University31 is active in developing several types of robots for disaster response","Disaster Risk Management","Seach and rescue","prototype","recovery","Cyber Physical Systems,Remote Sensing","Various","Asia","Eastern Asia","Japan","The Human-Robot Informatics Laboratory of Tohoku University,Hitachi,Mitsubishi,Toshiba,","None","None","No Information","2017","https://www.itu.int/en/ITU-D/Emergency-Telecommunications/Documents/2019/GET_2019/Disruptive-Technologies.pdf","https://reliefweb.int/sites/reliefweb.int/files/styles/attachment-large/public/resources-pdf-previews/1264193-Disruptive-Technologies.png?itok=_ePoIjbB","105","89a01176-8484-44cb-b5b5-3f7b490173b6","2023-07-11T09:14:28.714411+00:00",""
"Internet of Things for river flooding control"," The Colombia Government National Unit for Disaster Risk Management hired a Colombia-based company to implement an early warning system using IoT technology. Five solar-powered sensors were installed along the Liboriana and two other rivers to monitor water levels and air temperature using ultrasound. The use of solar ensures the sensors continue to function in the event of an electricity outage","Disaster Risk Management","Disaster assessment/prediction and early warning systems","production","preparedness","Remote Sensing","Floods","Americas","South America","Colombia","Government of Colombia,Colombia Government National Unit for Disaster Risk Management","None","None","No Information","2016","https://www.itu.int/en/ITU-D/Emergency-Telecommunications/Documents/2019/GET_2019/Disruptive-Technologies.pdf","https://reliefweb.int/sites/reliefweb.int/files/styles/attachment-large/public/resources-pdf-previews/1264193-Disruptive-Technologies.png?itok=_ePoIjbB","106","3ac2ccfa-4a7d-4249-b410-201bce2a5a35","2023-07-11T09:14:28.714411+00:00",""
"ConvNetQuake","A new approach uses AI to reduce waveform analysis processing while retaining location information. Developed by a team of researchers at Harvard University and the Massachusetts Institute of Technology, ConvNetQuake implements AI based on convolutional neural network computer learning","Disaster Risk Management","Disaster assessment/prediction and early warning systems","production","preparedness","Artificial Intelligence,Machine Learning,Geographical Information Systems","Earthquakes","Americas","Northern America","United States of America","Harvard University,Massachusetts Institute of Technology","None","Numerical Data","No Information","2018","https://www.itu.int/en/ITU-D/Emergency-Telecommunications/Documents/2019/GET_2019/Disruptive-Technologies.pdf","https://reliefweb.int/sites/reliefweb.int/files/styles/attachment-large/public/resources-pdf-previews/1264193-Disruptive-Technologies.png?itok=_ePoIjbB","107","678097ad-83ac-4801-9510-140fb2505bf1","2023-07-11T09:14:28.714411+00:00",""
"Using ground sensor technology to detect earthquakes","One technique used in earthquake early warning systems is a network of specialized ground sensors similar to IoT. Seismic sensors are deployed in earthquake-prone areas. Data are transmitted from the sensors to a central site, where the information is processed for signals that might indicate an earthquake is likely. This method takes longer to detect earthquakes than a single station, but is more accurate and has greater resiliency.","Disaster Risk Management","Disaster assessment/prediction and early warning systems","production","preparedness","Geographical Information Systems","Earthquakes","Americas","Northern America","United States of America","No Information","No Information","Spatial Data","No Information","No Information","https://www.itu.int/en/ITU-D/Emergency-Telecommunications/Documents/2019/GET_2019/Disruptive-Technologies.pdf","https://reliefweb.int/sites/reliefweb.int/files/styles/attachment-large/public/resources-pdf-previews/1264193-Disruptive-Technologies.png?itok=_ePoIjbB","108","9ecd789e-4a38-4c00-8c7b-d118787e8818","2023-07-11T09:14:28.714411+00:00",""
"Strong-motion seismograph networks(K-NET)","The Japan network K-NET (Kyoshin network) consists of more than 1 000 seismographs uniformly distributed every 20 km. Data are transmitted to the National Research Institute for Earth Science and Disaster Resilience, and made available to the public over a website","Disaster Risk Management","Disaster assessment/prediction and early warning systems","production","preparedness","Geographical Information Systems","Earthquakes","Asia","Eastern Asia","Japan","K-NET (Kyoshin Network),KiK-net (Kiban Kyoshin Network)","No Information","Spatial Data","No Information","2022","https://www.kyoshin.bosai.go.jp/","https://www.kyoshin.bosai.go.jp/kyoshin/images/header_tougou_en.png","109","1f8e9e11-e5a5-4b2b-a9bc-a338ce67af3d","2023-07-11T09:14:28.714411+00:00",""
"Be Healthy, Be Mobile (BHBM)","The Be Healthy, Be Mobile (BHBM) initiative was set up by the World Health Organization (WHO) and the International Telecommunication union (ITU) in 2012. BHBM works with governments to scale up targeted client communication messaging services for NCDs and their risk factors. The approach is designed to be scalable: instead of promoting specific products, it provides cross-cutting health content and technical support which can be used and incorporated into other services and applications. It also works to develop the broader ecosystem, helping ensure that the messaging service and content of each health programme is integrated and reinforces other health services. In doing so, each programme becomes a sustainable part of the health system whilst also helping to promote health and wellbeing around the world.","Health","Emergency communications","production","preparedness","Mobile App","Various","Global","Global","Global","ITU","WHO","Mobile Network Data","SDG 3","2019","https://www.who.int/activities/Addressing-mobile-health","https://www.who.int/images/default-source/imported/digital-health/digital-health---fr.tmb-1920v.jpg?Culture=en&sfvrsn=a3823351_14","110","adb76b60-18df-4721-ae96-2972085b5d88","2023-07-11T09:14:28.714411+00:00",""
"Be Healthy, Be Mobile (BHBM)","The Be Healthy, Be Mobile (BHBM) initiative was set up by the World Health Organization (WHO) and the International Telecommunication union (ITU) in 2012. BHBM works with governments to scale up targeted client communication messaging services for NCDs and their risk factors. The approach is designed to be scalable: instead of promoting specific products, it provides cross-cutting health content and technical support which can be used and incorporated into other services and applications. It also works to develop the broader ecosystem, helping ensure that the messaging service and content of each health programme is integrated and reinforces other health services. In doing so, each programme becomes a sustainable part of the health system whilst also helping to promote health and wellbeing around the world.","Health","Emergency communications","production","response","Mobile App","Various","Global","Global","Global","ITU","WHO","Mobile Network Data","SDG 3","2019","https://www.who.int/activities/Addressing-mobile-health","https://www.who.int/images/default-source/imported/digital-health/digital-health---fr.tmb-1920v.jpg?Culture=en&sfvrsn=a3823351_14","111","586c7b2e-f0b9-40c1-b459-fc851da9f21e","2023-07-11T09:14:28.714411+00:00",""
"GEOSS Global Earth Observation Portal ","Global Earth Observation System of Systems (GEOSS) is a set of coordinated, independent Earth observation, information and processing systems that interact and provide access to diverse information for a broad range of users in both public and private sectors.","Risk Reduction","Disaster assessment/prediction and early warning systems","production","preparedness","Geographical Information Systems","Various","Global","Global","Global","European Space Agency (ESA)","None","Spatial Data","No Information","2016","https://drrgateway.net/e-resilience/tool/geoss-global-earth-observation-portal ","https://drrgateway.net/sites/default/files/e-resilience-toolkit-2017-04/geoss-earth-observatory-e-resilience.jpg","112","af1d18ca-2518-4141-b1d3-33245454da31","2023-07-11T09:14:28.714411+00:00",""
"Haze Gazer","Haze Gazer is a real-time visual analytics tool for enhanced disaster management. The forest and peatland fires, which occur on an annual basis in Indonesia, affect the entire Southeast Asian region resulting in extensive environmental destruction and threatening livelihoods. Indonesian disaster management authorities are looking for more timely and effective means of tracking and managing the impact of fire and haze events. Pulse Lab Jakarta, in collaboration with the Government of Indonesia, developed  Haze Gazer, a crisis analysis tool that provides real-time situational information from various data sources to enhance disaster management efforts. The prototype uses advanced data analysis of sources including: satellite imagery, information on population density and distribution from government databases, citizen-generated data and real-time data from social media. The capability afforded by the tool can enhance disaster risk management efforts to protect vulnerable populations as well as the environment.","Disaster Risk Management","Disaster Risk Management","prototype","mitigation","Data analysis","Wildfires","Asia","South-eastern Asia","Indonesia","Government of Indonesia","UN Global Pulse","Spatial Data","No Information","2016","http://hazegazer.org/","http://hazegazer.org/assets/image/hazergazoricon/HGlogo.png","113","279d7d64-d83d-4d01-a342-edfd78534265","2023-07-11T09:14:28.714411+00:00",""
"Low Cost Sensors for Pollution Monitoring","Air quality data in many low and middle-income countries are difficult to acquire and manage. This is because the cost of regulatory grade instruments are prohibitive and equipment are difficult and costly to maintain. UN Environment has advocated for the use of low-cost sensors to fill the data gap and championed the development of an open source air quality monitoring device.","disaster risk reduction","Disaster Risk Management","production","mitigation ","Data analysis,Remote Sensing","Climate Change","Global","Global","Global","South Coast Science","UN-Habitat,UNEP","Sensor Data","SDG 11,SDG 3","2016","https://news.un.org/en/story/2015/09/507692-un-environment-agency-unveils-low-cost-device-air-quality-monitoring","https://global.unitednations.entermediadb.net/assets/mediadb/services/module/asset/downloads/preset/assets/2015/09/22463/image1170x530cropped.jpg","114","bda934bd-3f16-4c67-b1d0-df69d4c7d4b8","2023-07-11T09:14:28.714411+00:00",""
"ThinkHazard! Hazard Data Portal","ThinkHazard! is a new web-based tool enabling non-specialists to consider the impacts of disasters on new development projects. Users of ThinkHazard! can quickly and robustly assess the level of river flood, earthquake, drought, cyclone, coastal flood, tsunami, volcano, and landslide hazard within their project area to assist with project planning and design.","Risk Reduction,Risk Prevention","Disaster assessment/prediction and early warning systems","production","response","Big Data,Data Extraction","Various","Global","Global","Global","Global Facility for Disaster Reduction and recovery","None","Spatial Data,Text Data","No Information","2017","https://gfdrr.github.io/thinkhazardmethods/ ","https://gfdrr.github.io/thinkhazardmethods/images/posts/introduction/ThinkHazard.png","115","e1136d0b-0bbb-47fb-a747-8896c009134b","2023-07-11T09:14:28.714411+00:00",""
"Freshwater Ecosystems Explorer","The Freshwater Ecosystems Explorer is a free and easy to use data platform. It provides accurate, up-to-date, high-resolution geospatial data depicting  the extent freshwater ecosystems change over time. Data can be visualized and downloaded at national, sub-national, basin and sub-basin levels.","Clean water","Situational awareness/actionable information gathering","production","mitigation ","Geographical Information Systems","Droughts","Global","Global","Global","Google Earth Engine,Joint Research Center (JRC) of the European Commission","UNEP","Spatial Data","SDG 6","2019","https://www.sdg661.app/","https://lh6.googleusercontent.com/IBsyTiePa61XUU1SidMxGgnmxfbixLJtXeCGEW7RuatOt03xFEbMLryyrq3WzNG0Qoj-D1pkPFvmmSyf09eQvMM7aiarOb0VNoyB_XDwb2Ztul_g=w1280","116","df62f6af-f261-4fd5-8e45-716be4784b74","2023-07-11T09:14:28.714411+00:00",""
"Freshwater Ecosystems Explorer","The Freshwater Ecosystems Explorer is a free and easy to use data platform. It provides accurate, up-to-date, high-resolution geospatial data depicting  the extent freshwater ecosystems change over time. Data can be visualized and downloaded at national, sub-national, basin and sub-basin levels.","Clean water","Situational awareness/actionable information gathering","production","response","Geographical Information Systems","Droughts","Global","Global","Global","Google Earth Engine,Joint Research Center (JRC) of the European Commission","UNEP","Spatial Data","SDG 6","2019","https://www.sdg661.app/","https://lh6.googleusercontent.com/IBsyTiePa61XUU1SidMxGgnmxfbixLJtXeCGEW7RuatOt03xFEbMLryyrq3WzNG0Qoj-D1pkPFvmmSyf09eQvMM7aiarOb0VNoyB_XDwb2Ztul_g=w1280","117","4d9b19fd-968e-440a-9ed5-d792e5b7e6de","2023-07-11T09:14:28.714411+00:00",""
"Freshwater Ecosystems Explorer","The Freshwater Ecosystems Explorer is a free and easy to use data platform. It provides accurate, up-to-date, high-resolution geospatial data depicting  the extent freshwater ecosystems change over time. Data can be visualized and downloaded at national, sub-national, basin and sub-basin levels.","Clean water","Situational awareness/actionable information gathering","production","recovery","Geographical Information Systems","Droughts","Global","Global","Global","Google Earth Engine,Joint Research Center (JRC) of the European Commission","UNEP","Spatial Data","SDG 6","2019","https://www.sdg661.app/","https://lh6.googleusercontent.com/IBsyTiePa61XUU1SidMxGgnmxfbixLJtXeCGEW7RuatOt03xFEbMLryyrq3WzNG0Qoj-D1pkPFvmmSyf09eQvMM7aiarOb0VNoyB_XDwb2Ztul_g=w1280","118","99fbdb89-6577-41cc-9f2e-20240e144e59","2023-07-11T09:14:28.714411+00:00",""
"DisasterAWARE Pro","Humanitarian risk intelligence platform that serves the early warning and decision support needs of the public, governments, and NGOs around the world","Disaster Risk Management,Early Warning","Early Warning System","production","preparedness","Geographical Information Systems,Remote Sensing","Various","Global","Global","Global","WFP,WHO,UNICEF,UNDRR,UN Women,US Government,USAID,NASA,and hundreds of international partners","DRR","Spatial Data,Mobile Network Data,Text Data","SDG 3,SDG 13","2021","https://www.pdc.org/disasteraware","https://www.pdc.org/wp-content/uploads/PDCLogo.svg","146","ae12243a-f9d9-4ef4-b37a-cc5dc364f2dd","2023-07-11T09:14:28.714411+00:00",""
"#JustSaveIt","The project aimed to encourage bank account usage more specifically regular deposits made into agent-based bank accounts through a series of WhatsApp messages sent to bank agents. The messages (i.e. graphics, comics, written text) were sent to shop owners (who were also bank agents), urging them to encourage their customers to save the change from purchases made at their shops in their bank accounts. The messages shared as part of the #TabunginAja (#JustSaveIt) campaign, were informed by BeSci and included setting specific goals and applying rules of thumb to prompt the target behaviour (e.g. to encourage agents to ask their customers to save their shopping change if the amount is less than USD0.35).","Finance","Situational awareness/actionable information gathering","production","mitigation","Mobile App","Various","Asia","South-eastern Asia","Indonesia","The Secretariat of the Indonesian National Council for Financial Inclusion (S-DNKI)","UN Pulse Lab Jakarta","Mobile Network Data,Text Data","SDG 1,SDG 8,SDG 9","2021","https://www.bi.team/publications/justsaveit-encouraging-usage-of-agent-based-bank-accounts-to-improve-financial-inclusion/","https://www.bi.team/wp-content/uploads/2020/03/justsaveit-157x216.png","119","71c56aae-46bd-4e3a-95d7-8458df2d718d","2023-07-11T09:14:28.714411+00:00",""
"UN Biodiversity Lab","The UN Biodiversity Lab is a free, open-source mapping platform designed to inform biodiversity conservation and sustainable development decision-making. The lab has directly engaged 170 countries in creating data-driven Sixth National Reports on their progress towards achieving the 2020 Aichi Biodiversity Targets. Thus far, the platform has increased the level of spatial planning and reporting by a factor of 5 (based on reports submitted by December 2018). The UN Biodiversity Lab is a collaboration with UN Environment, UNDP, the Convention on Biological Diversity and the Global Environment Facility. It is powered by MapX. ","Biodiversity","Situational awareness/actionable information gathering","production","mitigation","Geographical Information Systems,Data Collection,Data Analysis,Web mapping","Various","Global","Global","Global","GEF,UNEP-WCMC,MapX,GRID-Geneva,NASA","UNDP,UNEP,SCBD","Spatial Data","SDG 9,SDG 10,SDG 14,SDG 15","2019","https://unbiodiversitylab.org/about/","https://unbiodiversitylab.org/wp-content/uploads/2020/07/UNBL_FULL_WEBSITE.png","120","02d2ad90-a60d-4fa1-9d32-826151626a5c","2023-07-11T09:14:28.714411+00:00",""
"UN Biodiversity Lab","The UN Biodiversity Lab is a free, open-source mapping platform designed to inform biodiversity conservation and sustainable development decision-making. The lab has directly engaged 170 countries in creating data-driven Sixth National Reports on their progress towards achieving the 2020 Aichi Biodiversity Targets. Thus far, the platform has increased the level of spatial planning and reporting by a factor of 5 (based on reports submitted by December 2018). The UN Biodiversity Lab is a collaboration with UN Environment, UNDP, the Convention on Biological Diversity and the Global Environment Facility. It is powered by MapX. ","Biodiversity","Situational awareness/actionable information gathering","production","preparedness","Geographical Information Systems,Data Collection,Data Analysis,Web mapping","Various","Global","Global","Global","GEF,UNEP-WCMC,MapX,GRID-Geneva,NASA","UNDP,UNEP,SCBD","Spatial Data","SDG 9,SDG 10,SDG 14,SDG 15","2019","https://unbiodiversitylab.org/about/","https://unbiodiversitylab.org/wp-content/uploads/2020/07/UNBL_FULL_WEBSITE.png","121","60642e0e-f77e-4322-94c0-2ec93380bda3","2023-07-11T09:14:28.714411+00:00",""
"The Lockdown Learners Series","The Lockdown Learners is a series of free-of-cost, interactive dialogues with students and educators in India on topics pertaining to COVID-19 and its impact on the Sustainable Development Goals (especially SDG 16), peace and the rule of law. It includes sensitisation of students on issues such as cybercrime, misinformation, gender-based violence, discrimination and corruption, among others. The Lockdown Learners series also aims to provide a platform for students to receive mentorship and knowledge support to use their skills to promote awareness among these issues and share their ideas and solutions to address some of these problems.","Situational Awareness","Situational awareness/actionable information gathering","production","mitigation ","Mobile App","Various","Asia","Southern Asia","India","Navodaya Vidyalaya Samity,Government of India,private and public schools,civil society and rural educators","UNODC","Mobile Network Data,Spatial Data","SDG 4,SDG 5,SDG 10,SDG 16","2021","https://www.unodc.org/e4j/en/about-e4j/e4j-around-the-world/lockdown-learners-india.html","https://www.unodc.org/images/e4j/Around-the-World/IMG_5504.JPG","122","29689370-2de7-4879-a29b-fb9171ed45d5","2023-07-11T09:14:28.714411+00:00",""
"The Lockdown Learners Series","The Lockdown Learners is a series of free-of-cost, interactive dialogues with students and educators in India on topics pertaining to COVID-19 and its impact on the Sustainable Development Goals (especially SDG 16), peace and the rule of law. It includes sensitisation of students on issues such as cybercrime, misinformation, gender-based violence, discrimination and corruption, among others. The Lockdown Learners series also aims to provide a platform for students to receive mentorship and knowledge support to use their skills to promote awareness among these issues and share their ideas and solutions to address some of these problems.","Situational Awareness","Situational awareness/actionable information gathering","production","response","Mobile App","Various","Asia","Southern Asia","India","Navodaya Vidyalaya Samity,Government of India,private and public schools,civil society and rural educators","UNODC","Mobile Network Data,Spatial Data","SDG 4,SDG 5,SDG 10,SDG 16","2021","https://www.unodc.org/e4j/en/about-e4j/e4j-around-the-world/lockdown-learners-india.html","https://www.unodc.org/images/e4j/Around-the-World/IMG_5504.JPG","123","f9210927-8017-4f65-9341-467f59fb50c6","2023-07-11T09:14:28.714411+00:00",""
"The Lockdown Learners Series","The Lockdown Learners is a series of free-of-cost, interactive dialogues with students and educators in India on topics pertaining to COVID-19 and its impact on the Sustainable Development Goals (especially SDG 16), peace and the rule of law. It includes sensitisation of students on issues such as cybercrime, misinformation, gender-based violence, discrimination and corruption, among others. The Lockdown Learners series also aims to provide a platform for students to receive mentorship and knowledge support to use their skills to promote awareness among these issues and share their ideas and solutions to address some of these problems.","Situational Awareness","Situational awareness/actionable information gathering","production","recovery","Mobile App","Various","Asia","Southern Asia","India","Navodaya Vidyalaya Samity,Government of India,private and public schools,civil society and rural educators","UNODC","Mobile Network Data,Spatial Data","SDG 4,SDG 5,SDG 10,SDG 16","2021","https://www.unodc.org/e4j/en/about-e4j/e4j-around-the-world/lockdown-learners-india.html","https://www.unodc.org/images/e4j/Around-the-World/IMG_5504.JPG","124","0b2ed989-6634-4ebe-93b7-1b5695c0be50","2023-07-11T09:14:28.714411+00:00",""
"Tanya Marlo","Tanya Marlo is a chat bot designed to simulate conversations with human users, developed by UNAIDS Indonesia in partnership with Nimbly Technologies. The chat bot serves to be the reliable go-to-source for all HIV-related information for young people in Jakarta, who are not reached through traditional HIV outreach programmes. By integrating Marlo into LINE, a chat messaging application popular among young people in Southeast Asia, users are able to ask any questions on HIV and get real time answers. By adding this chat bot in LINE, users can get interesting and relevant information about HIV and be rewarded by answering quizzes. Most importantly, users can book appointments to get tested for HIV with just a tap, as well as be connected to real-life counselors to get a reliable information about HIV. Tanya Marlo was launched in Jakarta on 18 December 2018. ","Health","Situational awareness/actionable information gathering","production","mitigation ","Mobile App","Pandemic/Epidemic","Asia","Southern Asia","Indonesia","Nimbly Technologies,LINKAGES,Jaringan Indonesia Positif (Indonesia Positive Network)","UNAIDS","Text Data","SDG 3","2019","https://page.line.me/bwk1011t?openQrModal=true","https://obs.line-scdn.net/r/myhome/hex/90d9770228b5b3981f0d08b9f9305be2539df36dd73a43ef1c2b3a43b50069d0td8bde3d19d28774t0d8b5fad/w750","125","367e3b2f-b635-41c6-ae0b-c25c9a8928e9","2023-07-11T09:14:28.714411+00:00",""
